year,country_code,country,burnt_area_ha,nr_fires,severity,avg_fire_size_ha,decade,risk_score,crisis_type,region,summary
2004,CZE,Czech Republic,335.0,873,LOW,0.38,2000,0.014,wildfire,Northern/Eastern Europe,"In 2004, Czech Republic recorded 873 forest fires burning 335 hectares. Severity: LOW. Average fire size: 0.38 ha. Risk score: 0.014. This was a low severity wildfire event in 2000s Europe."
2017,SRB,Serbia,4757.0,222,LOW,21.43,2010,0.013,wildfire,Northern/Eastern Europe,"In 2017, Serbia recorded 222 forest fires burning 4757 hectares. Severity: LOW. Average fire size: 21.43 ha. Risk score: 0.013. This was a low severity wildfire event in 2010s Europe."
2004,FIN,Finland,358.0,816,LOW,0.44,2000,0.013,wildfire,Northern/Eastern Europe,"In 2004, Finland recorded 816 forest fires burning 358 hectares. Severity: LOW. Average fire size: 0.44 ha. Risk score: 0.013. This was a low severity wildfire event in 2000s Europe."
2008,DEU,Germany,539.0,818,LOW,0.66,2000,0.013,wildfire,Northern/Eastern Europe,"In 2008, Germany recorded 818 forest fires burning 539 hectares. Severity: LOW. Average fire size: 0.66 ha. Risk score: 0.013. This was a low severity wildfire event in 2000s Europe."
2006,HRV,Croatia,4575.0,181,LOW,25.28,2000,0.013,wildfire,Northern/Eastern Europe,"In 2006, Croatia recorded 181 forest fires burning 4575 hectares. Severity: LOW. Average fire size: 25.28 ha. Risk score: 0.013. This was a low severity wildfire event in 2000s Europe."
2019,MKD,North Macedonia,4834.0,251,LOW,19.26,2010,0.013,wildfire,Northern/Eastern Europe,"In 2019, North Macedonia recorded 251 forest fires burning 4834 hectares. Severity: LOW. Average fire size: 19.26 ha. Risk score: 0.013. This was a low severity wildfire event in 2010s Europe."
2019,MAR,Morocco,3232.0,529,LOW,6.11,2010,0.013,wildfire,Southern Europe,"In 2019, Morocco recorded 529 forest fires burning 3232 hectares. Severity: LOW. Average fire size: 6.11 ha. Risk score: 0.013. This was a low severity wildfire event in 2010s Europe."
2024,NOR,Norway,887.0,776,LOW,1.14,2020,0.013,wildfire,Northern/Eastern Europe,"In 2024, Norway recorded 776 forest fires burning 887 hectares. Severity: LOW. Average fire size: 1.14 ha. Risk score: 0.013. This was a low severity wildfire event in 2020s Europe."
2002,ROU,Romania,3536.0,516,LOW,6.85,2000,0.013,wildfire,Northern/Eastern Europe,"In 2002, Romania recorded 516 forest fires burning 3536 hectares. Severity: LOW. Average fire size: 6.85 ha. Risk score: 0.013. This was a low severity wildfire event in 2000s Europe."
2009,LVA,Latvia,646.0,823,LOW,0.78,2000,0.013,wildfire,Northern/Eastern Europe,"In 2009, Latvia recorded 823 forest fires burning 646 hectares. Severity: LOW. Average fire size: 0.78 ha. Risk score: 0.013. This was a low severity wildfire event in 2000s Europe."
2024,HUN,Hungary,2799.0,582,LOW,4.81,2020,0.013,wildfire,Northern/Eastern Europe,"In 2024, Hungary recorded 582 forest fires burning 2799 hectares. Severity: LOW. Average fire size: 4.81 ha. Risk score: 0.013. This was a low severity wildfire event in 2020s Europe."
2000,FIN,Finland,266.0,826,LOW,0.32,2000,0.013,wildfire,Northern/Eastern Europe,"In 2000, Finland recorded 826 forest fires burning 266 hectares. Severity: LOW. Average fire size: 0.32 ha. Risk score: 0.013. This was a low severity wildfire event in 2000s Europe."
2007,CZE,Czech Republic,316.0,805,LOW,0.39,2000,0.013,wildfire,Northern/Eastern Europe,"In 2007, Czech Republic recorded 805 forest fires burning 316 hectares. Severity: LOW. Average fire size: 0.39 ha. Risk score: 0.013. This was a low severity wildfire event in 2000s Europe."
2001,FIN,Finland,187.0,822,LOW,0.23,2000,0.013,wildfire,Northern/Eastern Europe,"In 2001, Finland recorded 822 forest fires burning 187 hectares. Severity: LOW. Average fire size: 0.23 ha. Risk score: 0.013. This was a low severity wildfire event in 2000s Europe."
1997,MAR,Morocco,3845.0,391,LOW,9.83,1990,0.012,wildfire,Southern Europe,"In 1997, Morocco recorded 391 forest fires burning 3845 hectares. Severity: LOW. Average fire size: 9.83 ha. Risk score: 0.012. This was a low severity wildfire event in 1990s Europe."
2006,BGR,Bulgaria,3540.0,393,LOW,9.01,2000,0.012,wildfire,Northern/Eastern Europe,"In 2006, Bulgaria recorded 393 forest fires burning 3540 hectares. Severity: LOW. Average fire size: 9.01 ha. Risk score: 0.012. This was a low severity wildfire event in 2000s Europe."
2009,DEU,Germany,262.0,763,LOW,0.34,2000,0.012,wildfire,Northern/Eastern Europe,"In 2009, Germany recorded 763 forest fires burning 262 hectares. Severity: LOW. Average fire size: 0.34 ha. Risk score: 0.012. This was a low severity wildfire event in 2000s Europe."
2013,UKR,Ukraine,220.0,806,LOW,0.27,2010,0.012,wildfire,Northern/Eastern Europe,"In 2013, Ukraine recorded 806 forest fires burning 220 hectares. Severity: LOW. Average fire size: 0.27 ha. Risk score: 0.012. This was a low severity wildfire event in 2010s Europe."
2022,SVN,Slovenia,4059.0,217,LOW,18.71,2020,0.012,wildfire,Northern/Eastern Europe,"In 2022, Slovenia recorded 217 forest fires burning 4059 hectares. Severity: LOW. Average fire size: 18.71 ha. Risk score: 0.012. This was a low severity wildfire event in 2020s Europe."
2024,CYP,Cyprus,3425.0,121,LOW,28.31,2020,0.012,wildfire,Southern Europe,"In 2024, Cyprus recorded 121 forest fires burning 3425 hectares. Severity: LOW. Average fire size: 28.31 ha. Risk score: 0.012. This was a low severity wildfire event in 2020s Europe."
2021,MAR,Morocco,3064.0,435,LOW,7.04,2020,0.012,wildfire,Southern Europe,"In 2021, Morocco recorded 435 forest fires burning 3064 hectares. Severity: LOW. Average fire size: 7.04 ha. Risk score: 0.012. This was a low severity wildfire event in 2020s Europe."
2007,DEU,Germany,256.0,779,LOW,0.33,2000,0.012,wildfire,Northern/Eastern Europe,"In 2007, Germany recorded 779 forest fires burning 256 hectares. Severity: LOW. Average fire size: 0.33 ha. Risk score: 0.012. This was a low severity wildfire event in 2000s Europe."
1997,LVA,Latvia,448.0,768,LOW,0.58,1990,0.012,wildfire,Northern/Eastern Europe,"In 1997, Latvia recorded 768 forest fires burning 448 hectares. Severity: LOW. Average fire size: 0.58 ha. Risk score: 0.012. This was a low severity wildfire event in 1990s Europe."
2013,BGR,Bulgaria,3314.0,408,LOW,8.12,2010,0.012,wildfire,Northern/Eastern Europe,"In 2013, Bulgaria recorded 408 forest fires burning 3314 hectares. Severity: LOW. Average fire size: 8.12 ha. Risk score: 0.012. This was a low severity wildfire event in 2010s Europe."
2020,NLD,Netherlands,1072.0,724,LOW,1.48,2020,0.012,wildfire,Northern/Eastern Europe,"In 2020, Netherlands recorded 724 forest fires burning 1072 hectares. Severity: LOW. Average fire size: 1.48 ha. Risk score: 0.012. This was a low severity wildfire event in 2020s Europe."
2010,DEU,Germany,522.0,780,LOW,0.67,2010,0.012,wildfire,Northern/Eastern Europe,"In 2010, Germany recorded 780 forest fires burning 522 hectares. Severity: LOW. Average fire size: 0.67 ha. Risk score: 0.012. This was a low severity wildfire event in 2010s Europe."
1994,LVA,Latvia,326.0,763,LOW,0.43,1990,0.012,wildfire,Northern/Eastern Europe,"In 1994, Latvia recorded 763 forest fires burning 326 hectares. Severity: LOW. Average fire size: 0.43 ha. Risk score: 0.012. This was a low severity wildfire event in 1990s Europe."
2009,MAR,Morocco,3108.0,501,LOW,6.2,2000,0.012,wildfire,Southern Europe,"In 2009, Morocco recorded 501 forest fires burning 3108 hectares. Severity: LOW. Average fire size: 6.2 ha. Risk score: 0.012. This was a low severity wildfire event in 2000s Europe."
2000,MAR,Morocco,4064.0,321,LOW,12.66,2000,0.012,wildfire,Southern Europe,"In 2000, Morocco recorded 321 forest fires burning 4064 hectares. Severity: LOW. Average fire size: 12.66 ha. Risk score: 0.012. This was a low severity wildfire event in 2000s Europe."
1991,MAR,Morocco,3965.0,247,LOW,16.05,1990,0.012,wildfire,Southern Europe,"In 1991, Morocco recorded 247 forest fires burning 3965 hectares. Severity: LOW. Average fire size: 16.05 ha. Risk score: 0.012. This was a low severity wildfire event in 1990s Europe."
2023,HRV,Croatia,1837.0,48,LOW,38.27,2020,0.011,wildfire,Northern/Eastern Europe,"In 2023, Croatia recorded 48 forest fires burning 1837 hectares. Severity: LOW. Average fire size: 38.27 ha. Risk score: 0.011. This was a low severity wildfire event in 2020s Europe."
2003,MAR,Morocco,2858.0,392,LOW,7.29,2000,0.011,wildfire,Southern Europe,"In 2003, Morocco recorded 392 forest fires burning 2858 hectares. Severity: LOW. Average fire size: 7.29 ha. Risk score: 0.011. This was a low severity wildfire event in 2000s Europe."
2016,CYP,Cyprus,3205.0,119,LOW,26.93,2010,0.011,wildfire,Southern Europe,"In 2016, Cyprus recorded 119 forest fires burning 3205 hectares. Severity: LOW. Average fire size: 26.93 ha. Risk score: 0.011. This was a low severity wildfire event in 2010s Europe."
2015,FIN,Finland,143.0,745,LOW,0.19,2010,0.011,wildfire,Northern/Eastern Europe,"In 2015, Finland recorded 745 forest fires burning 143 hectares. Severity: LOW. Average fire size: 0.19 ha. Risk score: 0.011. This was a low severity wildfire event in 2010s Europe."
2005,HUN,Hungary,3531.0,150,LOW,23.54,2000,0.011,wildfire,Northern/Eastern Europe,"In 2005, Hungary recorded 150 forest fires burning 3531 hectares. Severity: LOW. Average fire size: 23.54 ha. Risk score: 0.011. This was a low severity wildfire event in 2000s Europe."
2023,HUN,Hungary,911.0,675,LOW,1.35,2020,0.011,wildfire,Northern/Eastern Europe,"In 2023, Hungary recorded 675 forest fires burning 911 hectares. Severity: LOW. Average fire size: 1.35 ha. Risk score: 0.011. This was a low severity wildfire event in 2020s Europe."
2019,ROU,Romania,2496.0,425,LOW,5.87,2010,0.011,wildfire,Northern/Eastern Europe,"In 2019, Romania recorded 425 forest fires burning 2496 hectares. Severity: LOW. Average fire size: 5.87 ha. Risk score: 0.011. This was a low severity wildfire event in 2010s Europe."
2015,LVA,Latvia,615.0,704,LOW,0.87,2010,0.011,wildfire,Northern/Eastern Europe,"In 2015, Latvia recorded 704 forest fires burning 615 hectares. Severity: LOW. Average fire size: 0.87 ha. Risk score: 0.011. This was a low severity wildfire event in 2010s Europe."
2016,MAR,Morocco,2585.0,422,LOW,6.13,2010,0.011,wildfire,Southern Europe,"In 2016, Morocco recorded 422 forest fires burning 2585 hectares. Severity: LOW. Average fire size: 6.13 ha. Risk score: 0.011. This was a low severity wildfire event in 2010s Europe."
2014,LVA,Latvia,591.0,698,LOW,0.85,2010,0.011,wildfire,Northern/Eastern Europe,"In 2014, Latvia recorded 698 forest fires burning 591 hectares. Severity: LOW. Average fire size: 0.85 ha. Risk score: 0.011. This was a low severity wildfire event in 2010s Europe."
2008,HUN,Hungary,2404.0,502,LOW,4.79,2000,0.011,wildfire,Northern/Eastern Europe,"In 2008, Hungary recorded 502 forest fires burning 2404 hectares. Severity: LOW. Average fire size: 4.79 ha. Risk score: 0.011. This was a low severity wildfire event in 2000s Europe."
2017,ROU,Romania,2459.0,447,LOW,5.5,2010,0.011,wildfire,Northern/Eastern Europe,"In 2017, Romania recorded 447 forest fires burning 2459 hectares. Severity: LOW. Average fire size: 5.5 ha. Risk score: 0.011. This was a low severity wildfire event in 2010s Europe."
1994,LTU,Lithuania,279.0,715,LOW,0.39,1990,0.011,wildfire,Northern/Eastern Europe,"In 1994, Lithuania recorded 715 forest fires burning 279 hectares. Severity: LOW. Average fire size: 0.39 ha. Risk score: 0.011. This was a low severity wildfire event in 1990s Europe."
2012,CYP,Cyprus,2531.0,78,LOW,32.45,2010,0.011,wildfire,Southern Europe,"In 2012, Cyprus recorded 78 forest fires burning 2531 hectares. Severity: LOW. Average fire size: 32.45 ha. Risk score: 0.011. This was a low severity wildfire event in 2010s Europe."
2010,CZE,Czech Republic,205.0,732,LOW,0.28,2010,0.011,wildfire,Northern/Eastern Europe,"In 2010, Czech Republic recorded 732 forest fires burning 205 hectares. Severity: LOW. Average fire size: 0.28 ha. Risk score: 0.011. This was a low severity wildfire event in 2010s Europe."
2012,DEU,Germany,269.0,701,LOW,0.38,2010,0.011,wildfire,Northern/Eastern Europe,"In 2012, Germany recorded 701 forest fires burning 269 hectares. Severity: LOW. Average fire size: 0.38 ha. Risk score: 0.011. This was a low severity wildfire event in 2010s Europe."
2017,MAR,Morocco,2414.0,433,LOW,5.58,2010,0.011,wildfire,Southern Europe,"In 2017, Morocco recorded 433 forest fires burning 2414 hectares. Severity: LOW. Average fire size: 5.58 ha. Risk score: 0.011. This was a low severity wildfire event in 2010s Europe."
2007,ROU,Romania,2529.0,478,LOW,5.29,2000,0.011,wildfire,Northern/Eastern Europe,"In 2007, Romania recorded 478 forest fires burning 2529 hectares. Severity: LOW. Average fire size: 5.29 ha. Risk score: 0.011. This was a low severity wildfire event in 2000s Europe."
2021,NOR,Norway,653.0,653,LOW,1.0,2020,0.011,wildfire,Northern/Eastern Europe,"In 2021, Norway recorded 653 forest fires burning 653 hectares. Severity: LOW. Average fire size: 1.0 ha. Risk score: 0.011. This was a low severity wildfire event in 2020s Europe."
2021,BGR,Bulgaria,3143.0,349,LOW,9.01,2020,0.011,wildfire,Northern/Eastern Europe,"In 2021, Bulgaria recorded 349 forest fires burning 3143 hectares. Severity: LOW. Average fire size: 9.01 ha. Risk score: 0.011. This was a low severity wildfire event in 2020s Europe."
2008,LVA,Latvia,364.0,700,LOW,0.52,2000,0.011,wildfire,Northern/Eastern Europe,"In 2008, Latvia recorded 700 forest fires burning 364 hectares. Severity: LOW. Average fire size: 0.52 ha. Risk score: 0.011. This was a low severity wildfire event in 2000s Europe."
2006,NOR,Norway,3829.0,205,LOW,18.68,2000,0.011,wildfire,Northern/Eastern Europe,"In 2006, Norway recorded 205 forest fires burning 3829 hectares. Severity: LOW. Average fire size: 18.68 ha. Risk score: 0.011. This was a low severity wildfire event in 2000s Europe."
2020,NOR,Norway,363.0,609,LOW,0.6,2020,0.01,wildfire,Northern/Eastern Europe,"In 2020, Norway recorded 609 forest fires burning 363 hectares. Severity: LOW. Average fire size: 0.6 ha. Risk score: 0.01. This was a low severity wildfire event in 2020s Europe."
1993,MAR,Morocco,3078.0,187,LOW,16.46,1990,0.01,wildfire,Southern Europe,"In 1993, Morocco recorded 187 forest fires burning 3078 hectares. Severity: LOW. Average fire size: 16.46 ha. Risk score: 0.01. This was a low severity wildfire event in 1990s Europe."
2000,LTU,Lithuania,352.0,654,LOW,0.54,2000,0.01,wildfire,Northern/Eastern Europe,"In 2000, Lithuania recorded 654 forest fires burning 352 hectares. Severity: LOW. Average fire size: 0.54 ha. Risk score: 0.01. This was a low severity wildfire event in 2000s Europe."
2016,DEU,Germany,283.0,608,LOW,0.47,2010,0.01,wildfire,Northern/Eastern Europe,"In 2016, Germany recorded 608 forest fires burning 283 hectares. Severity: LOW. Average fire size: 0.47 ha. Risk score: 0.01. This was a low severity wildfire event in 2010s Europe."
2003,CYP,Cyprus,2349.0,427,LOW,5.5,2000,0.01,wildfire,Southern Europe,"In 2003, Cyprus recorded 427 forest fires burning 2349 hectares. Severity: LOW. Average fire size: 5.5 ha. Risk score: 0.01. This was a low severity wildfire event in 2000s Europe."
2016,LVA,Latvia,467.0,641,LOW,0.73,2010,0.01,wildfire,Northern/Eastern Europe,"In 2016, Latvia recorded 641 forest fires burning 467 hectares. Severity: LOW. Average fire size: 0.73 ha. Risk score: 0.01. This was a low severity wildfire event in 2010s Europe."
2013,MAR,Morocco,2207.0,411,LOW,5.37,2010,0.01,wildfire,Southern Europe,"In 2013, Morocco recorded 411 forest fires burning 2207 hectares. Severity: LOW. Average fire size: 5.37 ha. Risk score: 0.01. This was a low severity wildfire event in 2010s Europe."
2004,HRV,Croatia,3378.0,204,LOW,16.56,2000,0.01,wildfire,Northern/Eastern Europe,"In 2004, Croatia recorded 204 forest fires burning 3378 hectares. Severity: LOW. Average fire size: 16.56 ha. Risk score: 0.01. This was a low severity wildfire event in 2000s Europe."
2021,UKR,Ukraine,289.0,659,LOW,0.44,2020,0.01,wildfire,Northern/Eastern Europe,"In 2021, Ukraine recorded 659 forest fires burning 289 hectares. Severity: LOW. Average fire size: 0.44 ha. Risk score: 0.01. This was a low severity wildfire event in 2020s Europe."
1995,LVA,Latvia,535.0,582,LOW,0.92,1990,0.01,wildfire,Northern/Eastern Europe,"In 1995, Latvia recorded 582 forest fires burning 535 hectares. Severity: LOW. Average fire size: 0.92 ha. Risk score: 0.01. This was a low severity wildfire event in 1990s Europe."
2023,UKR,Ukraine,907.0,593,LOW,1.53,2020,0.01,wildfire,Northern/Eastern Europe,"In 2023, Ukraine recorded 593 forest fires burning 907 hectares. Severity: LOW. Average fire size: 1.53 ha. Risk score: 0.01. This was a low severity wildfire event in 2020s Europe."
2004,LVA,Latvia,486.0,647,LOW,0.75,2000,0.01,wildfire,Northern/Eastern Europe,"In 2004, Latvia recorded 647 forest fires burning 486 hectares. Severity: LOW. Average fire size: 0.75 ha. Risk score: 0.01. This was a low severity wildfire event in 2000s Europe."
2008,NOR,Norway,3174.0,171,LOW,18.56,2000,0.01,wildfire,Northern/Eastern Europe,"In 2008, Norway recorded 171 forest fires burning 3174 hectares. Severity: LOW. Average fire size: 18.56 ha. Risk score: 0.01. This was a low severity wildfire event in 2000s Europe."
2023,LVA,Latvia,622.0,571,LOW,1.09,2020,0.01,wildfire,Northern/Eastern Europe,"In 2023, Latvia recorded 571 forest fires burning 622 hectares. Severity: LOW. Average fire size: 1.09 ha. Risk score: 0.01. This was a low severity wildfire event in 2020s Europe."
2005,CZE,Czech Republic,227.0,619,LOW,0.37,2000,0.01,wildfire,Northern/Eastern Europe,"In 2005, Czech Republic recorded 619 forest fires burning 227 hectares. Severity: LOW. Average fire size: 0.37 ha. Risk score: 0.01. This was a low severity wildfire event in 2000s Europe."
2012,SVK,Slovakia,1683.0,513,LOW,3.28,2010,0.01,wildfire,Northern/Eastern Europe,"In 2012, Slovakia recorded 513 forest fires burning 1683 hectares. Severity: LOW. Average fire size: 3.28 ha. Risk score: 0.01. This was a low severity wildfire event in 2010s Europe."
2004,DEU,Germany,274.0,626,LOW,0.44,2000,0.01,wildfire,Northern/Eastern Europe,"In 2004, Germany recorded 626 forest fires burning 274 hectares. Severity: LOW. Average fire size: 0.44 ha. Risk score: 0.01. This was a low severity wildfire event in 2000s Europe."
2013,CYP,Cyprus,2835.0,135,LOW,21.0,2010,0.01,wildfire,Southern Europe,"In 2013, Cyprus recorded 135 forest fires burning 2835 hectares. Severity: LOW. Average fire size: 21.0 ha. Risk score: 0.01. This was a low severity wildfire event in 2010s Europe."
2005,HRV,Croatia,3135.0,147,LOW,21.33,2000,0.01,wildfire,Northern/Eastern Europe,"In 2005, Croatia recorded 147 forest fires burning 3135 hectares. Severity: LOW. Average fire size: 21.33 ha. Risk score: 0.01. This was a low severity wildfire event in 2000s Europe."
2013,MKD,North Macedonia,3027.0,186,LOW,16.27,2010,0.01,wildfire,Northern/Eastern Europe,"In 2013, North Macedonia recorded 186 forest fires burning 3027 hectares. Severity: LOW. Average fire size: 16.27 ha. Risk score: 0.01. This was a low severity wildfire event in 2010s Europe."
1993,LTU,Lithuania,274.0,634,LOW,0.43,1990,0.01,wildfire,Northern/Eastern Europe,"In 1993, Lithuania recorded 634 forest fires burning 274 hectares. Severity: LOW. Average fire size: 0.43 ha. Risk score: 0.01. This was a low severity wildfire event in 1990s Europe."
2019,LBN,Lebanon,3155.0,194,LOW,16.26,2010,0.01,wildfire,Northern/Eastern Europe,"In 2019, Lebanon recorded 194 forest fires burning 3155 hectares. Severity: LOW. Average fire size: 16.26 ha. Risk score: 0.01. This was a low severity wildfire event in 2010s Europe."
2019,NOR,Norway,3077.0,261,LOW,11.79,2010,0.01,wildfire,Northern/Eastern Europe,"In 2019, Norway recorded 261 forest fires burning 3077 hectares. Severity: LOW. Average fire size: 11.79 ha. Risk score: 0.01. This was a low severity wildfire event in 2010s Europe."
2020,LVA,Latvia,309.0,581,LOW,0.53,2020,0.009,wildfire,Northern/Eastern Europe,"In 2020, Latvia recorded 581 forest fires burning 309 hectares. Severity: LOW. Average fire size: 0.53 ha. Risk score: 0.009. This was a low severity wildfire event in 2020s Europe."
2006,EST,Estonia,2638.0,248,LOW,10.64,2000,0.009,wildfire,Northern/Eastern Europe,"In 2006, Estonia recorded 248 forest fires burning 2638 hectares. Severity: LOW. Average fire size: 10.64 ha. Risk score: 0.009. This was a low severity wildfire event in 2000s Europe."
2016,NOR,Norway,1884.0,345,LOW,5.46,2010,0.009,wildfire,Northern/Eastern Europe,"In 2016, Norway recorded 345 forest fires burning 1884 hectares. Severity: LOW. Average fire size: 5.46 ha. Risk score: 0.009. This was a low severity wildfire event in 2010s Europe."
1992,MAR,Morocco,2579.0,182,LOW,14.17,1990,0.009,wildfire,Southern Europe,"In 1992, Morocco recorded 182 forest fires burning 2579 hectares. Severity: LOW. Average fire size: 14.17 ha. Risk score: 0.009. This was a low severity wildfire event in 1990s Europe."
2019,NLD,Netherlands,250.0,548,LOW,0.46,2010,0.009,wildfire,Northern/Eastern Europe,"In 2019, Netherlands recorded 548 forest fires burning 250 hectares. Severity: LOW. Average fire size: 0.46 ha. Risk score: 0.009. This was a low severity wildfire event in 2010s Europe."
1999,MAR,Morocco,1688.0,385,LOW,4.38,1990,0.009,wildfire,Southern Europe,"In 1999, Morocco recorded 385 forest fires burning 1688 hectares. Severity: LOW. Average fire size: 4.38 ha. Risk score: 0.009. This was a low severity wildfire event in 1990s Europe."
2024,AUT,Austria,142.0,595,LOW,0.24,2020,0.009,wildfire,Northern/Eastern Europe,"In 2024, Austria recorded 595 forest fires burning 142 hectares. Severity: LOW. Average fire size: 0.24 ha. Risk score: 0.009. This was a low severity wildfire event in 2020s Europe."
2008,CYP,Cyprus,2392.0,114,LOW,20.98,2000,0.009,wildfire,Southern Europe,"In 2008, Cyprus recorded 114 forest fires burning 2392 hectares. Severity: LOW. Average fire size: 20.98 ha. Risk score: 0.009. This was a low severity wildfire event in 2000s Europe."
2009,BGR,Bulgaria,2271.0,314,LOW,7.23,2000,0.009,wildfire,Northern/Eastern Europe,"In 2009, Bulgaria recorded 314 forest fires burning 2271 hectares. Severity: LOW. Average fire size: 7.23 ha. Risk score: 0.009. This was a low severity wildfire event in 2000s Europe."
2009,HRV,Croatia,2900.0,181,LOW,16.02,2000,0.009,wildfire,Northern/Eastern Europe,"In 2009, Croatia recorded 181 forest fires burning 2900 hectares. Severity: LOW. Average fire size: 16.02 ha. Risk score: 0.009. This was a low severity wildfire event in 2000s Europe."
2002,CZE,Czech Republic,178.0,604,LOW,0.29,2000,0.009,wildfire,Northern/Eastern Europe,"In 2002, Czech Republic recorded 604 forest fires burning 178 hectares. Severity: LOW. Average fire size: 0.29 ha. Risk score: 0.009. This was a low severity wildfire event in 2000s Europe."
2002,EST,Estonia,2082.0,356,LOW,5.85,2000,0.009,wildfire,Northern/Eastern Europe,"In 2002, Estonia recorded 356 forest fires burning 2082 hectares. Severity: LOW. Average fire size: 5.85 ha. Risk score: 0.009. This was a low severity wildfire event in 2000s Europe."
2002,SVK,Slovakia,595.0,570,LOW,1.04,2000,0.009,wildfire,Northern/Eastern Europe,"In 2002, Slovakia recorded 570 forest fires burning 595 hectares. Severity: LOW. Average fire size: 1.04 ha. Risk score: 0.009. This was a low severity wildfire event in 2000s Europe."
1990,LVA,Latvia,258.0,604,LOW,0.43,1990,0.009,wildfire,Northern/Eastern Europe,"In 1990, Latvia recorded 604 forest fires burning 258 hectares. Severity: LOW. Average fire size: 0.43 ha. Risk score: 0.009. This was a low severity wildfire event in 1990s Europe."
2001,DEU,Germany,122.0,587,LOW,0.21,2000,0.009,wildfire,Northern/Eastern Europe,"In 2001, Germany recorded 587 forest fires burning 122 hectares. Severity: LOW. Average fire size: 0.21 ha. Risk score: 0.009. This was a low severity wildfire event in 2000s Europe."
2011,ROU,Romania,2195.0,340,LOW,6.46,2010,0.009,wildfire,Northern/Eastern Europe,"In 2011, Romania recorded 340 forest fires burning 2195 hectares. Severity: LOW. Average fire size: 6.46 ha. Risk score: 0.009. This was a low severity wildfire event in 2010s Europe."
1997,LTU,Lithuania,226.0,565,LOW,0.4,1990,0.009,wildfire,Northern/Eastern Europe,"In 1997, Lithuania recorded 565 forest fires burning 226 hectares. Severity: LOW. Average fire size: 0.4 ha. Risk score: 0.009. This was a low severity wildfire event in 1990s Europe."
2018,HUN,Hungary,906.0,530,LOW,1.71,2010,0.009,wildfire,Northern/Eastern Europe,"In 2018, Hungary recorded 530 forest fires burning 906 hectares. Severity: LOW. Average fire size: 1.71 ha. Risk score: 0.009. This was a low severity wildfire event in 2010s Europe."
2024,DEU,Germany,334.0,563,LOW,0.59,2020,0.009,wildfire,Northern/Eastern Europe,"In 2024, Germany recorded 563 forest fires burning 334 hectares. Severity: LOW. Average fire size: 0.59 ha. Risk score: 0.009. This was a low severity wildfire event in 2020s Europe."
2014,MAR,Morocco,1540.0,460,LOW,3.35,2010,0.009,wildfire,Southern Europe,"In 2014, Morocco recorded 460 forest fires burning 1540 hectares. Severity: LOW. Average fire size: 3.35 ha. Risk score: 0.009. This was a low severity wildfire event in 2010s Europe."
1998,MAR,Morocco,1855.0,416,LOW,4.46,1990,0.009,wildfire,Southern Europe,"In 1998, Morocco recorded 416 forest fires burning 1855 hectares. Severity: LOW. Average fire size: 4.46 ha. Risk score: 0.009. This was a low severity wildfire event in 1990s Europe."
2002,HUN,Hungary,1227.0,382,LOW,3.21,2000,0.008,wildfire,Northern/Eastern Europe,"In 2002, Hungary recorded 382 forest fires burning 1227 hectares. Severity: LOW. Average fire size: 3.21 ha. Risk score: 0.008. This was a low severity wildfire event in 2000s Europe."
2013,DEU,Germany,199.0,515,LOW,0.39,2010,0.008,wildfire,Northern/Eastern Europe,"In 2013, Germany recorded 515 forest fires burning 199 hectares. Severity: LOW. Average fire size: 0.39 ha. Risk score: 0.008. This was a low severity wildfire event in 2010s Europe."
2019,HRV,Croatia,2180.0,123,LOW,17.72,2010,0.008,wildfire,Northern/Eastern Europe,"In 2019, Croatia recorded 123 forest fires burning 2180 hectares. Severity: LOW. Average fire size: 17.72 ha. Risk score: 0.008. This was a low severity wildfire event in 2010s Europe."
2018,HRV,Croatia,1506.0,54,LOW,27.89,2010,0.008,wildfire,Northern/Eastern Europe,"In 2018, Croatia recorded 54 forest fires burning 1506 hectares. Severity: LOW. Average fire size: 27.89 ha. Risk score: 0.008. This was a low severity wildfire event in 2010s Europe."
2021,DEU,Germany,148.0,548,LOW,0.27,2020,0.008,wildfire,Northern/Eastern Europe,"In 2021, Germany recorded 548 forest fires burning 148 hectares. Severity: LOW. Average fire size: 0.27 ha. Risk score: 0.008. This was a low severity wildfire event in 2020s Europe."
2005,DEU,Germany,183.0,496,LOW,0.37,2000,0.008,wildfire,Northern/Eastern Europe,"In 2005, Germany recorded 496 forest fires burning 183 hectares. Severity: LOW. Average fire size: 0.37 ha. Risk score: 0.008. This was a low severity wildfire event in 2000s Europe."
1995,LTU,Lithuania,321.0,472,LOW,0.68,1990,0.008,wildfire,Northern/Eastern Europe,"In 1995, Lithuania recorded 472 forest fires burning 321 hectares. Severity: LOW. Average fire size: 0.68 ha. Risk score: 0.008. This was a low severity wildfire event in 1990s Europe."
2002,DEU,Germany,122.0,513,LOW,0.24,2000,0.008,wildfire,Northern/Eastern Europe,"In 2002, Germany recorded 513 forest fires burning 122 hectares. Severity: LOW. Average fire size: 0.24 ha. Risk score: 0.008. This was a low severity wildfire event in 2000s Europe."
1990,MAR,Morocco,2118.0,179,LOW,11.83,1990,0.008,wildfire,Southern Europe,"In 1990, Morocco recorded 179 forest fires burning 2118 hectares. Severity: LOW. Average fire size: 11.83 ha. Risk score: 0.008. This was a low severity wildfire event in 1990s Europe."
